gene_symbol,Mecom
analysis_id,9z5fp7a75fwc2t7
gene_accession_id,MGI:95457
parameter_id,MGP_MLN_071_001
mouse_strain,C57BL
pvalue,0.224832
mouse_life_stage,E12.5
parameter_name,Resting Treg cells - % of CD45+
