gene_symbol,Psmd14
mouse_life_stage,Early adult
pvalue,0.947968
mouse_strain,C57BL
gene_accession_id,MGI:1913284
analysis_id,lb1861n5j0re4ad
parameter_id,MGP_IMM_121_001
parameter_name,Macrophages - % of CD45+
