mouse_life_stage,Late adult
gene_symbol,Hpca
parameter_name,Snout size
pvalue,0.6758152
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,er7g9n7z277a488
parameter_id,IMPC_CSD_028_001
