mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,55h89kn1gxgk4by
parameter_name,Thyroxine
gene_accession_id,MGI:3026886
parameter_id,IMPC_CBC_053_001
pvalue,0.1957305
gene_symbol,Cdin1
