parameter_id,IMPC_ACS_035_001
pvalue,0.4507641
gene_symbol,Mapkap1
mouse_life_stage,E12.5
parameter_name,% Pre-pulse inhibition - PPI3
analysis_id,8670z2175trj4r6
mouse_strain,C57BL
gene_accession_id,MGI:2444554
