parameter_id,ESLIM_011_001_006
parameter_name,110dB startle magnitude
gene_symbol,Rap2b
pvalue,0.1522071
gene_accession_id,MGI:1921262
mouse_life_stage,Early adult
analysis_id,uc7m563q4ac0v37
mouse_strain,C57BL
