gene_symbol,Tnfsf10
mouse_strain,C57BL
Parameter_name,Mean left eye lens density
Mouse_life_stage,Early adult
Gene_accession_id,MGI:107414
analysis_id,73z69ev92f39v5x
Pvalue,0.913601
Parameter_id,IMPC_EYE_056_001
