gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.2394739
parameter_id,HMGULA_CBC_010_001
parameter_name,Phosphorus
mouse_life_stage,Late adult
analysis_id,2z8njy8mfy09s62
