parameter_id,IMPC_HEM_005_001
gene_symbol,Pld1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:109585
pvalue,0.2445538
analysis_id,pk036le1akq6u7m
parameter_name,Mean cell volume
