gene_symbol,Msantd3
analysis_id,459hu08434220qs
mouse_strain,C57BL
pvalue,0.2585412
parameter_id,HMGULA_SHI_009_001
parameter_name,Startle response
gene_accession_id,MGI:1913915
mouse_life_stage,Early adult
