gene_symbol,Sass6
pvalue,0.06409281
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_id,IMPC_EYE_017_001
mouse_life_stage,E9.5
analysis_id,b50m8f70ofxwsv0
parameter_name,Lens Opacity
