parameter_name,Whole arena average speed
mouse_strain,C57BL
gene_symbol,Dmap1
analysis_id,3gp20l93504mfrd
pvalue,0.7740267
gene_accession_id,MGI:1913483
parameter_id,JAX_OFD_009_001
mouse_life_stage,Early adult
