parameter_id,IMPC_CSD_036_001
gene_symbol,Cisd2
gene_accession_id,MGI:1914256
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,7u6cqyehj49972n
parameter_name,Startle response
pvalue,0.8236222
