parameter_name,Periphery distance travelled
analysis_id,p799c4789t6ft69
gene_symbol,Sdcbp2
parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:2385156
pvalue,0.2287764
mouse_life_stage,Early adult
mouse_strain,C57BL
