mouse_life_stage,Late adult
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.7473783
gene_accession_id,MGI:2140475
analysis_id,920710mgtr4pv33
gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,IMPC_IMM_046_001
