parameter_id,IMPC_DXA_010_001
mouse_life_stage,Early adult
analysis_id,9h607gk2fn6iker
pvalue,0.5386264
gene_symbol,Steap3
gene_accession_id,MGI:1915678
mouse_strain,C57BL
parameter_name,Bone Area
