parameter_id,HRWLLA_OFD_020_001
gene_symbol,Tubb4b
pvalue,0.2482662
mouse_strain,C57BL
parameter_name,Distance travelled - total
analysis_id,s20442f56kaqg1k
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
