gene_symbol,Ubxn11
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
mouse_strain,C57BL
pvalue,0.1923337
mouse_life_stage,Early adult
gene_accession_id,MGI:1914836
analysis_id,575q648ukr53np3
