gene_symbol,Hpca
analysis_id,gjhvdpq0m7dutj8
parameter_name,IgD+ mature B cell percentage
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.336178
parameter_id,MGP_PBI_015_001
mouse_life_stage,Middle aged adult
