gene_symbol,Mecom
parameter_name,Lens
pvalue,0.9104156
parameter_id,IMPC_EYE_016_001
mouse_life_stage,E12.5
analysis_id,2x6p2rn1n8eit34
gene_accession_id,MGI:95457
mouse_strain,C57BL
