parameter_name,Creatinine
pvalue,0.3365302
mouse_strain,C57BL
parameter_id,IMPC_CBC_005_001
gene_symbol,Npbwr1
mouse_life_stage,Early adult
analysis_id,a2dw54e0556fg95
gene_accession_id,MGI:891989
