mouse_life_stage,Early adult
pvalue,0.1837143
parameter_id,MGP_MLN_064_001
analysis_id,pcz3w826s1kf5f4
parameter_name,Total CD4+ T cells - % of CD45+
gene_symbol,Bach2
mouse_strain,C57BL
gene_accession_id,MGI:894679
