gene_symbol,Atf3
parameter_name,Triglycerides
gene_accession_id,MGI:109384
parameter_id,HMGULA_CBC_017_001
pvalue,0.9038121
analysis_id,6iq4622ybgd1a5a
mouse_life_stage,Early adult
mouse_strain,C57BL
