parameter_id,IMPC_CBC_001_001
analysis_id,k892n97a4xs5szs
mouse_life_stage,Early adult
parameter_name,Sodium
pvalue,0.1925193
gene_accession_id,MGI:1919107
mouse_strain,C57BL
gene_symbol,Slc17a9
