parameter_name,Triglycerides
gene_symbol,Morn5
parameter_id,HMGULA_CBC_017_001
analysis_id,f40dt8z12u26y9l
gene_accession_id,MGI:1922745
pvalue,0.5047455
mouse_life_stage,Early adult
mouse_strain,C57BL
