mouse_strain,129SV
gene_symbol,Nipal3
analysis_id,3exq359r22thfm7
pvalue,0.5351388
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
parameter_id,MGP_PBI_008_001
