gene_symbol,Cntfr
parameter_id,IMPC_GPP_004_001
analysis_id,yeaq5y98zw8d1e8
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9519448
parameter_name,Placenta Size
