mouse_life_stage,Middle aged adult
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
parameter_name,Effector gd T cells - % of gd T cells
analysis_id,048zu3aow308q17
mouse_strain,C57BL
pvalue,0.9915202
parameter_id,MGP_IMM_020_001
