gene_symbol,Dmap1
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_005_002
pvalue,0.4610456
analysis_id,lfui018fc433t8p
gene_accession_id,MGI:1913483
mouse_strain,C57BL
mouse_life_stage,E9.5
