gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
analysis_id,a6oye594sia6u6e
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.9688894
mouse_strain,C57BL
parameter_id,MGP_IMM_007_001
gene_accession_id,MGI:2446274
