parameter_id,IMPC_EYE_062_001
gene_accession_id,MGI:1915325
pvalue,0.103491
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,163xgpfy5nf0lps
gene_symbol,Lurap1
parameter_name,Right total retinal thickness
