gene_symbol,Slc17a9
pvalue,0.2861956
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Weight
gene_accession_id,MGI:1919107
parameter_id,M-G-P_005_001_001
analysis_id,8x257k8f2svulq1
