parameter_id,MGP_BMI_006_001
analysis_id,2u38856y45511bc
gene_accession_id,MGI:1914836
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ubxn11
pvalue,0.6914429
