gene_symbol,Etfdh
analysis_id,1l3d5xi88a1w99e
parameter_name,Radius
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_022_001
gene_accession_id,MGI:106100
mouse_strain,C57BL
pvalue,0.8931667
