mouse_strain,C57BL
pvalue,0.2092156
analysis_id,f1wkvvp941z4gxp
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_003
gene_symbol,Ahctf1
parameter_name,Whole arena resting time
