gene_accession_id,MGI:88479
gene_symbol,Cpa3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_015_001
pvalue,0.8944692
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,0hwk61180q2m3z7
