mouse_life_stage,Early adult
pvalue,0.232804
parameter_id,HMGULA_HWT_008_001
parameter_name,Heart weight
analysis_id,4dv2ih22prdab0j
mouse_strain,C57BL
gene_accession_id,MGI:1922082
gene_symbol,Slc45a3
