gene_symbol,Hspa5
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,Hindlimbs - size
parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
pvalue,0.5422614
analysis_id,052qege2ry1oz65
