gene_symbol,Dcaf12
pvalue,0.3048955
parameter_name,Basophil differential count
analysis_id,ybmx7fl13a39ane
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_038_001
gene_accession_id,MGI:1916220
mouse_strain,C57BL
