parameter_id,IMPC_EYE_059_001
parameter_name,Mean right eye lens density
gene_accession_id,MGI:1931749
pvalue,0.1119688
mouse_strain,C57BL
gene_symbol,Pum1
analysis_id,836597504737s96
mouse_life_stage,Early adult
