gene_symbol,Nucks1
analysis_id,56w345qm87y0s7a
pvalue,0.1331463
parameter_id,IMPC_HEM_037_001
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_name,Basophil cell count
