gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,5ifrb8yzg2446xy
parameter_name,Placenta Size
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
pvalue,0.7734096
parameter_id,IMPC_GPP_004_001
