gene_symbol,Dcaf12
parameter_id,IMPC_CBC_014_001
analysis_id,298z60aa899j673
mouse_strain,C57BL
pvalue,0.8733875
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
parameter_name,Alkaline phosphatase
