parameter_id,MGP_PBI_031_001
gene_symbol,Ahcy
pvalue,0.2381959
mouse_life_stage,E12.5
parameter_name,KLRG1+ mature NK cell number
analysis_id,q1ntrd7fzc22isx
gene_accession_id,MGI:87968
mouse_strain,C57BL
