mouse_strain,C57BL
analysis_id,h4nvx08wqgt433d
gene_accession_id,MGI:894679
parameter_id,IMPC_CBC_010_001
parameter_name,Phosphorus
gene_symbol,Bach2
mouse_life_stage,Early adult
pvalue,0.5117755
