parameter_id,IMPC_OFD_010_001
gene_accession_id,MGI:1914071
parameter_name,Periphery distance travelled
mouse_strain,C57BL
pvalue,0.5115615
mouse_life_stage,Early adult
gene_symbol,Bcs1l
analysis_id,20eygxr424x6yra
