gene_symbol,Inpp1
analysis_id,f1d88i5gx35111o
mouse_life_stage,Early adult
pvalue,0.2483997
parameter_name,Tremor
gene_accession_id,MGI:104848
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
