mouse_life_stage,E12.5
parameter_name,Shape of ribcage
analysis_id,5z8p25n4xna58j0
parameter_id,IMPC_XRY_059_001
gene_accession_id,MGI:88174
pvalue,0.9638072
gene_symbol,Bmi1
mouse_strain,C57BL
