gene_symbol,Bpifa3
mouse_strain,C57BL
pvalue,0.09876301
analysis_id,28uy44b58j58sg4
parameter_id,IMPC_XRY_002_001
parameter_name,Zygomatic bone
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
