gene_symbol,Wars2
mouse_life_stage,Early adult
pvalue,0.09590432
gene_accession_id,MGI:1917810
analysis_id,z6v76s44j9iyp86
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
parameter_name,Periphery permanence time
