gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,Fasted blood glucose concentration
pvalue,0.214069
gene_accession_id,MGI:99605
parameter_id,IMPC_IPG_010_001
analysis_id,njlma8m6c5rq035
mouse_strain,C57BL
