parameter_id,HRWLLA_CSD_008_001
pvalue,0.7021611
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:1922082
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slc45a3
analysis_id,6y53dsw66ddp653
