gene_symbol,Hspa5
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
mouse_strain,C57BL
analysis_id,u51vc093aglw3r1
gene_accession_id,MGI:95835
parameter_id,MGP_PBI_008_001
mouse_life_stage,E12.5
pvalue,0.2426498
