gene_symbol,Galnt13
mouse_life_stage,Late adult
parameter_id,JAXLA_GRS_011_001
analysis_id,aajo975v58xuclv
pvalue,0.1429282
gene_accession_id,MGI:2139447
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
