gene_symbol,AU040320
pvalue,0.7055049
parameter_id,IMPC_ACS_035_001
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
analysis_id,2xtd87704ok401l
