gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_name,Right kidney weight
parameter_id,IMPC_OWT_004_001
pvalue,0.6403516
analysis_id,42k3u0f5p67qak1
mouse_life_stage,E9.5
