parameter_id,IMPC_XRY_064_001
gene_symbol,Lamb3
mouse_life_stage,Early adult
pvalue,0.701924
analysis_id,70te5ye91rj5ji0
parameter_name,Thoracic processes
gene_accession_id,MGI:99915
mouse_strain,C57BL
