parameter_id,JAX_LDT_002_001
pvalue,0.09103794
mouse_life_stage,E12.5
analysis_id,8zw14720ce17347
gene_accession_id,MGI:1917810
gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Light side time spent
