mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
pvalue,0.6669951
parameter_name,Retina (combined)
gene_symbol,Dcaf12
mouse_strain,C57BL
analysis_id,71ha4gbe4u019it
parameter_id,IMPC_EYE_092_002
