parameter_name,Prepulse inhibition - PP3
gene_symbol,Secisbp2l
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
pvalue,0.2937516
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
analysis_id,44n560r350895x0
