parameter_name,Creatinine
pvalue,0.3928902
mouse_life_stage,E12.5
analysis_id,1hbc41e5u3d0d3n
gene_accession_id,MGI:1913483
mouse_strain,C57BL
gene_symbol,Dmap1
parameter_id,HMGULA_CBC_005_001
