parameter_id,HMGULA_CBC_003_001
gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,88r08ixy853ova6
gene_accession_id,MGI:97838
pvalue,0.4917696
mouse_life_stage,Early adult
parameter_name,Chloride
