gene_symbol,Tiprl
parameter_name,RR
mouse_strain,C57BL
analysis_id,g290818gs34b9d5
pvalue,0.1340049
mouse_life_stage,E12.5
parameter_id,IMPC_ECG_004_001
gene_accession_id,MGI:1915087
