parameter_name,HDL-cholesterol
mouse_life_stage,Early adult
gene_symbol,Psd4
mouse_strain,C57BL
analysis_id,0578e7317817r7f
parameter_id,IMPC_CBC_016_001
pvalue,0.7944589
gene_accession_id,MGI:2674093
